foodId,menu,calories,protein,fat,carbo,image,category
32,Nasi Merah Instan; Daging Sapi (70% tidak Berlemak / 30% Lemak); Potongan-Potongan Jamur dan Batang; Stroberi Beku,649,21.58,35.459999999999994,63.3,https://m.ftscrt.com/food/4a6feb6e-b9a7-45e5-af6d-6a458f5f5a11_sq.jpg,breakfast
33,Nasi Goreng Ayam; Babi Panggang (Hanya Daging yang Dimakan); Kembang Kol Dimasak (Lemak tidak Ditambahkan dalam Masakan); Blueberry Tawar dalam Kemasan Air (Dimasak atau Kalengan),490,35.739999999999995,17.73,46.88,,breakfast
34,Mie Gandum; Sosis Daging Sapi; Kentang Tumbuk (dari Kentang Kering); Semangka,564,18.32,24.16,74.14999999999999,https://m.ftscrt.com/food/8289a683-cd49-4c8c-b1da-4321bc0ba90f_sq.jpg,breakfast
35,Makaroni atau Mie dengan Keju; Potongan Daging Domba (Hanya Daging yang Dimakan); Wortel Bayi; Salad Buah,745,42.43,31.929999999999996,71.65,,breakfast
36,Nasi Goreng Ayam; Daging Sapi; Kacang Hijau Dimasak (Kalengan); Stroberi Beku tanpa Pemanis,606,36.01,27.89,52.33,https://m.ftscrt.com/food/b6b63bea-b546-45a4-8a19-8daa6bda76ef_sq.jpg,breakfast
37,Mie; Sayap Ayam; Bayam Bayi/Kecil; Pisang,430,17.97,10.02,69.89000000000001,,breakfast
38,Nasi Merah Instan; Daging Sapi Giling; Kentang Panggang Diisi dengan Keju (Kulit Dimakan); Campuran Buah Kering,761,35.440000000000005,28.29,93.06,,breakfast
39,Nasi Goreng Ayam; Potongan Daging Domba (Daging dan Lemak Dimakan); Bawang Merah; Rasberi Beku,724,34.39000000000001,35.77,65.59,,breakfast
40,Nasi Goreng; Bahu Daging Babi Panggang; Kembang Kol Dimasak (Lemak tidak Ditambahkan dalam Masakan); Stroberi Beku dengan Gula,628,31.340000000000003,27.89,64.97,,breakfast
41,Makaroni Krim dengan Keju; Daging Sapi Giling; Kubis Hijau; Campuran Buah Kering,641,35.13,28.87,60.69,,breakfast
42,Mie; Bakso Daging Sapi; Kentang Tumbuk (dari Kentang Kering); Guacamole dengan Tomat dan Cabe Paprika,580,23.21,26.189999999999998,63.24,https://m.ftscrt.com/food/a3203b61-948c-4873-bc58-dc67fba572d7_sq.jpg,breakfast
43,Nasi Goreng Udang; Daging Sapi Panggang; Potongan-Potongan Jamur dan Batang; Jus Pepaya,581,31.649999999999995,23.850000000000005,59.5,https://m.ftscrt.com/food/4a6feb6e-b9a7-45e5-af6d-6a458f5f5a11_sq.jpg,breakfast
44,"Makaroni Gandum; Bakso Ayam; Kembang Kol Dimasak (dari Beku, Lemak tidak Ditambahkan dalam Masakan); Nektar Mangga",435,30.05,7.17,66.73,https://m.ftscrt.com/food/46dea353-53c7-47fd-a651-1dd1b34432ad_sq.jpg,breakfast
45,Makaroni Krim dengan Keju; Paha Ayam; Kentang Tumbuk; Stroberi,616,30.470000000000002,26.56,63.940000000000005,,breakfast
46,Makaroni atau Mie dengan Keju (Campuran Kering); Daging Sapi (95% tanpa Lemak / 5% Lemak); Potongan-Potongan Jamur dan Batang; Jeruk Mandarin (Kaleng atau Beku),658,37.78,25.11,70.71,https://m.ftscrt.com/food/4a6feb6e-b9a7-45e5-af6d-6a458f5f5a11_sq.jpg,breakfast
47,Makaroni atau Mie dengan Keju (Campuran Kering); Dada Ayam Masak; Jagung Kecil/Tunas Jagung; Apel,663,35.269999999999996,21.410000000000004,85.66999999999999,,breakfast
48,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Sayap Ayam (Kulit tidak Dimakan); Wortel Bayi; Semangka,542,23.599999999999998,13.739999999999998,82.88,,breakfast
49,Nasi Goreng Udang; Daging Domba; Wortel Bayi; Nektar Mangga,591,29.700000000000003,26.63,57.46000000000001,,breakfast
50,Makaroni atau Mie dengan Keju; Potongan Daging Domba (Hanya Daging yang Dimakan); Kentang Panggang Diisi dengan Krim Asam (Kulit Dimakan); Nektar Mangga,1049,47.65,47.15,110.21,,breakfast
51,Makaroni atau Mie dengan Keju (Campuran Kering); Sayap Ayam (Kulit tidak Dimakan); Bayam Dimasak (dari Segar); Rasberi Beku,624,21.509999999999998,23.09,85.25,https://m.ftscrt.com/food/7e9eb86b-c23b-44a3-b021-d90c0b7a20ed_sq.jpg,breakfast
52,Nasi Goreng Babi; Sayap Ayam Panggang (Kulit Dimakan); Kentang Panggang; Campuran Buah Kering,636,21.939999999999998,25.919999999999998,80.88,,breakfast
53,Nasi Putih; Daging Sapi Giling; Bawang Manis; Rasberi Beku tanpa Pemanis,482,27.02,17.009999999999998,55.39,,breakfast
54,Nasi Goreng Udang; Bakso Daging Babi; Bawang Putih Cincang; Blueberry Tawar dalam Kemasan Air (Dimasak atau Kalengan),471,30.460000000000004,16.55,49.50000000000001,,breakfast
55,Makanan Pembuka Makaroni dan Keju (Kalengan); Babi Panggang (Hanya Daging yang Dimakan); Kacang Hijau Dimasak (Kalengan); Stroberi dalam Sirup (Dimasak atau Kalengan),570,36.93,16.619999999999997,68.81,https://m.ftscrt.com/food/b6b63bea-b546-45a4-8a19-8daa6bda76ef_sq.jpg,breakfast
56,"Nasi Goreng Babi; Dada Ayam (Kulit tidak Dimakan); Brokoli; Anggur (Merah atau Hijau, Jenis Varietas Eropa Seperti Thompson tanpa Biji)",530,40.51,13.48,64.2,https://m.ftscrt.com/food/213b4f93-1fcb-4a00-b095-2bea2ad540aa_sq.jpg,breakfast
57,Makaroni; Daging Sapi Giling tanpa Lemak; Kentang Panggang Diisi dengan Keju (Kulit Dimakan); Stroberi Beku dengan Gula,856,40.75,28.11,111.88,,breakfast
58,Nasi Goreng Babi; Paha Ayam (Kulit tidak Dimakan); Selada; Stroberi dalam Sirup (Dimasak atau Kalengan),485,23.560000000000002,15.71,63.06999999999999,https://m.ftscrt.com/food/ba4815b8-733f-4a31-b1e4-f57775cd1f9b_sq.jpg,breakfast
59,Makaroni Gandum; Daging Sapi Giling tanpa Lemak; Kembang Kol Dimasak (Lemak tidak Ditambahkan dalam Masakan); Semangka,515,33.22,17.07,62.08,,breakfast
60,"Nasi Putih; Daging Sapi (95% tanpa Lemak / 5% Lemak); Kembang Kol Dimasak (dari Beku, Lemak tidak Ditambahkan dalam Masakan); Guacamole dengan Tomat dan Cabe Paprika",340,28.89,8.97,34.870000000000005,,breakfast
61,"Makaroni; Paha Ayam Panggang; Kacang Hijau Dimasak (Kalengan); Anggur (Merah atau Hijau, Jenis Varietas Eropa Seperti Thompson tanpa Biji)",535,28.169999999999998,13.169999999999998,76.58,https://m.ftscrt.com/food/b6b63bea-b546-45a4-8a19-8daa6bda76ef_sq.jpg,breakfast
62,Makaroni Gandum; Potongan Daging Domba; Bawang Putih Cincang; Pisang Apel,583,32.42,27.58,54.59,,breakfast
63,Nasi Goreng; Sayap Ayam Panggang (Kulit Dimakan); Kentang Tumbuk (dari Kentang Kering); Stroberi,505,21.550000000000004,22.12,55.5,,breakfast
64,"Mie; Sayap Ayam Panggang (Kulit Dimakan); Sayuran Campur Matang (Jagung, Kacang Lima, Kacang Polong, Kacang Hijau dan Wortel); Pisang",505,20.26,12.27,80.78,https://m.ftscrt.com/food/f53a7537-c8d0-4dac-b75f-65eaa0437d87_sq.jpg,breakfast
65,Makaroni; Ayam (Kulit tidak Dimakan); Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan); Guacamole dengan Tomat dan Cabe Paprika,735,44.78,24.090000000000003,84.08,,breakfast
66,Makaroni atau Mie dengan Keju; Daging Sapi (70% tidak Berlemak / 30% Lemak); Kentang Panggang Diisi dengan Keju (Kulit Dimakan); Stroberi dalam Sirup (Dimasak atau Kalengan),1273,45.76,68.16,120.92999999999999,,breakfast
67,"Nasi Goreng Ayam; Daging Sapi Giling; Kembang Kol Dimasak (dari Beku, Lemak tidak Ditambahkan dalam Masakan); Jus Pepaya",604,32.67,25.27,61.67,,breakfast
68,Mie Gandum; Dada Ayam; Bawang Bombay Dimasak; Campuran Buah Kering,546,39.480000000000004,13.31,71.72,https://m.ftscrt.com/food/7dc5e1df-f21f-41dc-b576-4106700d1737_sq.jpg,breakfast
69,Mie Gandum; Paha Ayam Goreng tanpa Pelapis (Kulit Dimakan); Wortel Bayi; Nektar Mangga,413,22.89,9.23,63.53,https://m.ftscrt.com/food/2588a596-f9cd-4b1e-aa64-a0c2c80b243d_sq.jpg,breakfast
70,Nasi Goreng; Iga Babi; Bayam Dimasak (dari Segar); Campuran Buah Kering,785,43.17,43.18,56.809999999999995,https://m.ftscrt.com/food/7e9eb86b-c23b-44a3-b021-d90c0b7a20ed_sq.jpg,breakfast
71,Makaroni Krim dengan Keju; Sayap Ayam (Kulit tidak Dimakan); Labu Dimasak; Nektar Mangga,482,19.830000000000002,16.82,65.01,https://m.ftscrt.com/food/00426b49-891a-4447-9b3d-5bbbbe391dd2_sq.jpg,breakfast
72,Makaroni atau Mie dengan Keju; Ayam Goreng tanpa Pelapis (Kulit Dimakan); Labu Dimasak; Stroberi,819,45.949999999999996,38.519999999999996,73.36,https://m.ftscrt.com/food/00426b49-891a-4447-9b3d-5bbbbe391dd2_sq.jpg,breakfast
73,Nasi Goreng tanpa Daging; Ayam; Brokoli Dimasak (Lemak tidak Ditambahkan dalam Masakan); Guacamole dengan Tomat dan Cabe Paprika,452,30.86,21.42,34.57,,breakfast
74,Mie Gandum; Dada Ayam; Zaitun Hijau Isi; Nektar Mangga,504,38.11,14.92,58.06,https://m.ftscrt.com/food/7dc5e1df-f21f-41dc-b576-4106700d1737_sq.jpg,breakfast
75,Makaroni atau Mie dengan Keju (Campuran Kering); Dada Ayam; Kentang Tumbuk; Rasberi Merah,746,43.53,30.9,73.07000000000001,https://m.ftscrt.com/food/7dc5e1df-f21f-41dc-b576-4106700d1737_sq.jpg,breakfast
76,Nasi Merah Instan; Paha Ayam (Kulit tidak Dimakan); Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan); Apel,665,29.24,20.85,92.30999999999999,,breakfast
77,Makaroni atau Mie dengan Keju; Sayap Ayam; Kentang Panggang Diisi dengan Keju (Kulit Dimakan); Jus Pepaya,978,37.66,40.39,117.89,,breakfast
78,Makanan Pembuka Makaroni dan Keju (Kalengan); Potongan Daging Domba (Hanya Daging yang Dimakan); Kentang Panggang (Kulit Dimakan); Nektar Mangga,634,34.79,18.23,83.60000000000001,https://m.ftscrt.com/food/b42ccc2e-ed90-4760-afc1-4d152b6d1a06_sq.jpg,breakfast
79,Nasi Putih; Daging Sapi Panggang (Hanya Bagian tanpa Lemak yang Dimakan); Kentang Panggang (Kulit tidak Dimakan); Stroberi Beku dengan Gula,535,30.080000000000002,7.84,87.35,https://m.ftscrt.com/food/33760b14-ddb9-4974-9ca0-b1deb1672212_sq.jpg,breakfast
80,Makanan Pembuka Makaroni dan Keju (Kalengan); Daging Sapi (85% tanpa Lemak / 15% Lemak); Bawang Putih Cincang; Campuran Buah Kering,530,30.19,23.119999999999997,51.14,,breakfast
81,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Paha Ayam Panggang; Bawang Putih Dimasak; Salad Buah,595,31.449999999999996,21.93,67.44999999999999,,breakfast
82,Makaroni Krim dengan Keju; Daging Sapi (70% tidak Berlemak / 30% Lemak); Bawang Manis; Nektar Mangga,806,29.839999999999996,47.04,66.26,,breakfast
83,Nasi Putih; Sayap Ayam; Kentang Tumbuk; Stroberi Beku,443,13.87,10.37,75.84,,breakfast
84,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Potongan Daging Babi; Bayam Dimasak (dari Segar); Campuran Buah Kering,718,42.39,26.189999999999998,79.72,https://m.ftscrt.com/food/7e9eb86b-c23b-44a3-b021-d90c0b7a20ed_sq.jpg,breakfast
85,"Makaroni atau Mie dengan Keju; Sayap Ayam Goreng tanpa Pelapis (Kulit Dimakan); Sayuran Campur Matang (Jagung, Kacang Lima, Kacang Polong, Kacang Hijau dan Wortel); Jeruk Mandarin (Kaleng atau Beku)",748,31.11,32.2,84.53,https://m.ftscrt.com/food/f53a7537-c8d0-4dac-b75f-65eaa0437d87_sq.jpg,breakfast
86,Makanan Pembuka Makaroni dan Keju (Kalengan); Daging Domba; Bawang Putih Cincang; Rasberi Merah,484,29.85,24.069999999999997,36.5,,breakfast
87,Nasi Goreng tanpa Daging; Daging Sapi Panggang; Kembang Kol Dimasak (Lemak tidak Ditambahkan dalam Masakan); Rasberi Beku,562,29.679999999999996,21.99,62.05,,breakfast
88,Makaroni; Paha Ayam Goreng tanpa Pelapis (Kulit Dimakan); Bawang Putih Cincang; Guacamole dengan Tomat dan Cabe Paprika,376,22.32,10.93,46.150000000000006,https://m.ftscrt.com/food/2588a596-f9cd-4b1e-aa64-a0c2c80b243d_sq.jpg,breakfast
89,Nasi Merah Instan; Sayap Ayam (Kulit tidak Dimakan); Bayam Dimasak (dari Segar); Blueberry Tawar dalam Kemasan Air (Dimasak atau Kalengan),278,12.91,5.209999999999999,47.36,https://m.ftscrt.com/food/7e9eb86b-c23b-44a3-b021-d90c0b7a20ed_sq.jpg,breakfast
90,Nasi Goreng Babi; Paha Ayam (Kulit tidak Dimakan); Kubis Cina; Guacamole dengan Tomat dan Cabe Paprika,398,23.36,18.200000000000003,34.55,,breakfast
91,Makaroni atau Mie dengan Keju (Campuran Kering); Kaki Ayam Goreng tanpa Pelapis (Kulit Dimakan); Jagung Kecil/Tunas Jagung; Jeruk Mandarin (Kaleng atau Beku),841,45.25,36.71000000000001,84.79999999999998,,breakfast
92,Makaroni; Daging Kornet; Lobak Dimasak; Stroberi Beku tanpa Pemanis,505,24.52,19.439999999999998,57.34,,breakfast
93,Mie; Paha Ayam Panggang (Kulit Dimakan); Bawang Bombay Dimasak; Stroberi Beku,562,24.580000000000002,16.4,82.15,,breakfast
94,Nasi Goreng Babi; Paha Ayam; Selada; Nektar Mangga,484,25.14,19.43,52.14,https://m.ftscrt.com/food/ba4815b8-733f-4a31-b1e4-f57775cd1f9b_sq.jpg,breakfast
95,"Makaroni Krim dengan Keju; Dada Ayam Masak; Kubis Hijau; Anggur (Merah atau Hijau, Jenis Varietas Eropa Seperti Thompson tanpa Biji)",509,34.529999999999994,14.25,61.459999999999994,,breakfast
96,Makaroni; Daging Sapi (70% tidak Berlemak / 30% Lemak); Bawang Putih Cincang; Campuran Buah Kering,682,25.21,35.36,65.98,,breakfast
97,"Nasi Goreng tanpa Daging; Daging Babi; Kembang Kol Dimasak (dari Beku, Lemak tidak Ditambahkan dalam Masakan); Semangka",519,31.619999999999997,21.849999999999998,50.739999999999995,,breakfast
98,"Nasi Goreng Udang; Daging Sapi Ekstra tanpa Lemak; Sayuran Campur Matang (Jagung, Kacang Lima, Kacang Polong, Kacang Hijau dan Wortel); Rasberi Beku tanpa Pemanis",620,37.03,26.269999999999996,58.410000000000004,https://m.ftscrt.com/food/f53a7537-c8d0-4dac-b75f-65eaa0437d87_sq.jpg,breakfast
99,Nasi Goreng tanpa Daging; Dada Ayam; Wortel Bayi; Rasberi Beku,536,35.580000000000005,14.62,65.49000000000001,https://m.ftscrt.com/food/7dc5e1df-f21f-41dc-b576-4106700d1737_sq.jpg,breakfast
100,Makaroni; Bakso Kalkun; Lobak Dimasak; Guacamole dengan Tomat dan Cabe Paprika,448,30.279999999999998,10.51,56.60000000000001,,breakfast
101,Makaroni atau Mie dengan Keju; Daging Sapi (70% tidak Berlemak / 30% Lemak); Kentang Tumbuk (dari Kentang Segar); Pisang,1108,39.099999999999994,64.47,94.81,,breakfast
102,Makaroni atau Mie dengan Keju; Potongan Daging Domba (Hanya Daging yang Dimakan); Bawang Bombay Dimasak; Stroberi Beku dengan Gula,852,43.21,34.589999999999996,94.28,,breakfast
103,Nasi Goreng Ayam; Sayap Ayam Goreng tanpa Pelapis (Kulit Dimakan); Jagung Kecil/Tunas Jagung; Salad Buah,469,20.789999999999996,17.87,59.21,,breakfast
104,Mie Gandum; Sayap Ayam (Kulit tidak Dimakan); Kentang Tumbuk (dari Kentang Segar); Semangka,446,18.499999999999996,11.54,73.05,,breakfast
105,"Nasi Goreng Babi; Iga Babi; Zaitun Hijau Isi; Anggur (Merah atau Hijau, Jenis Varietas Eropa Seperti Thompson tanpa Biji)",803,40.68,46.59,55.89999999999999,,breakfast
106,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Daging Sapi (85% tanpa Lemak / 15% Lemak); Lobak Dimasak; Jus Pepaya,768,37.15,30.72,85.08,,breakfast
107,Nasi Goreng Babi; Paha Ayam Panggang (Kulit Dimakan); Bayam Bayi/Kecil; Jus Pepaya,516,25.56,19.610000000000003,59.489999999999995,,breakfast
108,Nasi Goreng tanpa Daging; Dada Ayam Masak; Kentang Tumbuk; Pisang Apel,455,28.67,11.82,58.97,,breakfast
109,Mie; Sayap Ayam; Kentang Panggang Diisi dengan Keju (Kulit Dimakan); Salad Buah,653,25.909999999999997,21.38,91.42,,breakfast
110,Nasi Goreng Udang; Daging Domba; Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan); Stroberi,858,41.75,40.54,81.72,,breakfast
111,Nasi Goreng tanpa Daging; Bakso Daging Babi; Kentang Tumbuk; Semangka,557,30.25,18.419999999999998,69.04,,breakfast
112,Makaroni Krim dengan Keju; Dada Ayam (Kulit tidak Dimakan); Kentang Panggang (Kulit tidak Dimakan); Rasberi Merah,606,41.93,16.45,71.56,https://m.ftscrt.com/food/213b4f93-1fcb-4a00-b095-2bea2ad540aa_sq.jpg,breakfast
113,Nasi Goreng Ayam; Punggung Sapi; Bawang Bombay Dimasak; Stroberi Beku,729,32.43,34.81,73.6,,breakfast
114,Makaroni atau Mie dengan Keju; Daging Sapi; Kentang Tumbuk; Semangka,929,45.300000000000004,43.6,90.25,,breakfast
115,Makaroni atau Mie dengan Keju; Daging Domba Panggang; Kentang Panggang (Kulit tidak Dimakan); Stroberi dalam Sirup (Dimasak atau Kalengan),957,42.88999999999999,38.73,110.05,https://m.ftscrt.com/food/33760b14-ddb9-4974-9ca0-b1deb1672212_sq.jpg,breakfast
116,Nasi Goreng Babi; Potongan Daging Domba (Hanya Daging yang Dimakan); Kentang Panggang Diisi dengan Krim Asam (Kulit Dimakan); Nektar Mangga,808,37.339999999999996,34.0,89.62,,breakfast
117,Nasi Putih; Paha Ayam Goreng tanpa Pelapis (Kulit Dimakan); Kentang Tumbuk (dari Kentang Kering); Rasberi Beku,493,19.39,13.12,74.83000000000001,https://m.ftscrt.com/food/2588a596-f9cd-4b1e-aa64-a0c2c80b243d_sq.jpg,breakfast
118,Makaroni Krim dengan Keju; Potongan Daging Domba (Hanya Daging yang Dimakan); Kentang Tumbuk (dari Kentang Segar); Stroberi,655,37.35999999999999,28.8,61.31,,breakfast
119,"Nasi Putih; Paha Ayam Goreng tanpa Pelapis (Kulit Dimakan); Sayuran Campur Matang (Jagung, Kacang Lima, Kacang Polong, Kacang Hijau dan Wortel); Stroberi dalam Sirup (Dimasak atau Kalengan)",447,19.71,9.4,71.16,https://m.ftscrt.com/food/2588a596-f9cd-4b1e-aa64-a0c2c80b243d_sq.jpg,breakfast
120,Nasi Goreng Ayam; Daging Sapi Giling; Terung Dimasak; Jeruk Mandarin (Kaleng atau Beku),592,31.880000000000003,26.84,56.029999999999994,,breakfast
121,Nasi Goreng tanpa Daging; Daging Sapi (70% tidak Berlemak / 30% Lemak); Bawang Putih Cincang; Guacamole dengan Tomat dan Cabe Paprika,598,22.08,43.49,28.99,,breakfast
122,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Babi Panggang (Hanya Daging yang Dimakan); Bawang Manis; Salad Buah,664,41.27,20.65,77.96,,breakfast
123,Makaroni; Babi Panggang (Hanya Daging yang Dimakan); Lobak Dimasak; Stroberi,478,33.769999999999996,11.760000000000002,58.190000000000005,,breakfast
124,Makaroni Gandum; Kaki Ayam Goreng tanpa Pelapis (Kulit Dimakan); Bawang Merah; Stroberi Beku tanpa Pemanis,496,38.61,17.440000000000005,48.39,,breakfast
125,"Mie; Sosis Ayam; Sayuran Campur Matang (Jagung, Kacang Lima, Kacang Polong, Kacang Hijau dan Wortel); Campuran Buah Kering",476,20.729999999999997,11.13,74.91,https://m.ftscrt.com/food/f53a7537-c8d0-4dac-b75f-65eaa0437d87_sq.jpg,breakfast
